"","author","studyID","treatment","responders","sampleSize","age","child","young","adult","elder","X.female.1.","ethnic.asian.","asian","middle.east","hispanic","white","black","condition.not.at.risk.","not.at.risk","chronic.dis","immuno","variant.wildtype.","alpha","beta","gamma","delta","omicron","subgroup","ROB.low.","moderate","critical","outcome","vac_product","study.type","study"
"565","Tartof, 2021",320,8,67,6819,"16-44yr","0","0","1","0","all","US",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","1BNT","RC","Tartof, 2021-320"
"566","Tartof, 2021",321,8,13,27274,"12","1","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"doc-infect","1BNT","RC","Tartof, 2021-321"
"567","Tartof, 2021",323,8,1,27274,"12","1","1","0","0","all","US",0,0,0,1,0,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","1BNT","RC","Tartof, 2021-323"
"568","Cerqueira-Silva, 2021",361,8,670,6318,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1BNT","CC","Cerqueira-Silva, 2021-361"
"569","Cerqueira-Silva, 2021",362,8,34,312,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"severe","1BNT","CC","Cerqueira-Silva, 2021-362"
"570","Bruxvoort, 2021a",37,8,2,9,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"doc-infect","1MD","CC","Bruxvoort, 2021a-37"
"571","Bruxvoort, 2021a",38,8,3,9,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"doc-infect","1MD","CC","Bruxvoort, 2021a-38"
"572","Bruxvoort, 2021a",40,8,1,9,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","gamma","0","0","1","0","0","",NA,NA,NA,"doc-infect","1MD","CC","Bruxvoort, 2021a-40"
"573","Bruxvoort, 2021a",43,8,2,54,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","1MD","CC","Bruxvoort, 2021a-43"
"574","Bruxvoort, 2021a",44,8,1,55,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","1MD","CC","Bruxvoort, 2021a-44"
"575","Andrews, 2022",12,6,2133,10603,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","1AZ","CC","Andrews, 2022-12"
"576","Andrews, 2022",13,6,5547,14017,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"symp","1AZ","CC","Andrews, 2022-13"
"577","Andrews, 2022",14,6,7680,16150,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1AZ","CC","Andrews, 2022-14"
"578","Lopez, 2021",204,6,1776,42829,"=16yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"symp","1AZ","CC","Lopez, 2021-204"
"579","Lopez, 2021",207,6,1356,42829,"=16yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","1AZ","CC","Lopez, 2021-207"
"580","Shrotri, 2021",294,6,36,4681,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ","PC","Shrotri, 2021-294"
"581","Skowronski, 2021b",298,6,576,6979,"50-69yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ","CC","Skowronski, 2021b-298"
"582","Skowronski, 2021b",301,6,42,6979,"50-69yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1AZ","CC","Skowronski, 2021b-301"
"583","Voysey, 2021a",329,6,28,3060,"all","all","all","all","all","all","UK",0,0,0,1,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ","RCT","Voysey, 2021a-329"
"584","Voysey, 2021a",330,6,23,3247,"all","all","all","all","all","all","brazilian",0,0,1,0,0,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ","RCT","Voysey, 2021a-330"
"585","Voysey, 2021a",331,6,57,6307,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1AZ","RCT","Voysey, 2021a-331"
"586","Voysey, 2021b",338,6,18,1923,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ","RCT","Voysey, 2021b-338"
"587","Cerqueira-Silva, 2022b",363,6,247799,5550664,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Symp","1AZ","RC","Cerqueira-Silva, 2022b-363"
"588","Cerqueira-Silva, 2022b",365,6,28713,5587966,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Hosp","1AZ","RC","Cerqueira-Silva, 2022b-365"
"589","Cerqueira-Silva, 2022b",367,6,10579,5592331,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"death","1AZ","RC","Cerqueira-Silva, 2022b-367"
"590","Desai, 2022",369,7,246,481,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"symp","1BBV","CC","Desai, 2022-369"
"591","Dunkle, 2022",91,9,121,561,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"doc-infect","1NVX","RCT","Dunkle, 2022-91"
"592","Heath, 2021",159,9,10,7020,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"symp","1NVX","RCT","Heath, 2021-159"
"593","Nordstrom, 2021-b",232,10,17,16402,"30-80yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1AZ1MD","RC","Nordstrom, 2021-b-232"
"594","martinez-baz, 2021",212,10,7,119,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ1BNT","PC","martinez-baz, 2021-212"
"595","martinez-baz, 2021",220,10,126,997,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","1AZ1BNT","PC","martinez-baz, 2021-220"
"596","Nordstrom, 2021-b",231,10,170,94569,"30-80yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","1AZ1BNT","RC","Nordstrom, 2021-b-231"
"597","Pozzetto, 2021",272,10,10,2512,"19-76yr",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ1BNT","PC","Pozzetto, 2021-272"
"598","Prieto-Alhambra, 2021",273,10,238,3169,"40yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","1AZ1BNT","RC","Prieto-Alhambra, 2021-273"
"599","Andrews, 2022",12,11,1387,90250,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","2BNT1MD","CC","Andrews, 2022-12"
"600","Andrews, 2022",13,11,29669,111175,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"symp","2BNT1MD","CC","Andrews, 2022-13"
"601","Chin, 2021",88,11,101,16436,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","",NA,NA,NA,"doc-infect","2BNT1MD","RC","Chin, 2021-88"
"602","Cerqueira-Silva, 2022a",353,12,103,2552,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","2CV1BNT","CC","Cerqueira-Silva, 2022a-353"
"603","Cerqueira-Silva, 2022a",354,12,31,1345,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2CV1BNT","CC","Cerqueira-Silva, 2022a-354"
"604","Cerqueira-Silva, 2022a",355,12,29,691,"60-79yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2CV1BNT","CC","Cerqueira-Silva, 2022a-355"
"605","Cerqueira-Silva, 2022a",356,12,43,516,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","2CV1BNT","CC","Cerqueira-Silva, 2022a-356"
"606","Cerqueira-Silva, 2022a",357,12,37,2486,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp/death","2CV1BNT","CC","Cerqueira-Silva, 2022a-357"
"607","Cerqueira-Silva, 2022a",358,12,1,1315,"18-59yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp/death","2CV1BNT","CC","Cerqueira-Silva, 2022a-358"
"608","Cerqueira-Silva, 2022a",359,12,11,673,"60-79yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp/death","2CV1BNT","CC","Cerqueira-Silva, 2022a-359"
"609","Cerqueira-Silva, 2022a",360,12,25,498,">=80","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp/death","2CV1BNT","CC","Cerqueira-Silva, 2022a-360"
"610","Andrews, 2021",7,10,574,8090,"18-49yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ1MD","CC","Andrews, 2021-7"
"611","Andrews, 2021",8,10,1735,18942,">=50yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","2AZ1MD","CC","Andrews, 2021-8"
"612","Andrews, 2022",12,10,2446,169849,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","2AZ1MD","CC","Andrews, 2022-12"
"613","Andrews, 2022",13,10,25194,192597,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"symp","2AZ1MD","CC","Andrews, 2022-13"
"614","Andrews, 2022",14,10,15955,34203,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","2AZ1MD","CC","Andrews, 2022-14"
"615","Andrews, 2021",9,10,4,4288,"18-49yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2AZ1BNT","CC","Andrews, 2021-9"
"616","Andrews, 2021",10,10,14,9678,">=50yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","2AZ1BNT","CC","Andrews, 2021-10"
"617","Andrews, 2021",11,10,5,3721,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"death","2AZ1BNT","CC","Andrews, 2021-11"
"618","Butt-B-2022",69,11,17,158993,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","overall",NA,NA,NA,"symp","3MD","CC","Butt-B-2022-69"
"619","Butt-B-2022",70,11,2,158993,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","overall",NA,NA,NA,"hosp","3MD","CC","Butt-B-2022-70"
"620","Andrews, 2021",7,11,1628,22513,"18-49yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","3BNT","CC","Andrews, 2021-7"
"621","Andrews, 2021",8,11,2391,24923,">=50yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"symp","3BNT","CC","Andrews, 2021-8"
"622","Andrews, 2021",9,11,5,16536,"18-49yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","CC","Andrews, 2021-9"
"623","Andrews, 2021",10,11,45,17438,">=50yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","CC","Andrews, 2021-10"
"624","Andrews, 2021",11,11,9,11295,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"death","3BNT","CC","Andrews, 2021-11"
"625","barda, 2021",27,11,12,80925,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"hosp","3BNT","RC","barda, 2021-27"
"626","barda, 2021",28,11,10,80925,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"severe","3BNT","RC","barda, 2021-28"
"627","barda, 2021",29,11,26,80925,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"overall",NA,NA,NA,"death","3BNT","RC","barda, 2021-29"
"628","barda, 2021",30,11,2,80925,"16-39yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","barda, 2021-30"
"629","barda, 2021",31,11,7,80925,"40-69yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","barda, 2021-31"
"630","barda, 2021",32,11,33,80925,"=70yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","barda, 2021-32"
"631","barda, 2021",33,11,1,80926,"16-39yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","3BNT","RC","barda, 2021-33"
"632","barda, 2021",34,11,3,80925,"40-69yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","3BNT","RC","barda, 2021-34"
"633","barda, 2021",35,11,29,80925,"=70yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"severe","3BNT","RC","barda, 2021-35"
"634","Butt-B-2022",67,11,68,236693,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","overall",NA,NA,NA,"symp","3BNT","CC","Butt-B-2022-67"
"635","Butt-B-2022",68,11,21,236693,"all","all","all","all","all","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","overall",NA,NA,NA,"hosp","3BNT","CC","Butt-B-2022-68"
"636","Tartof, 2022",341,11,183,26406,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"doc-infect","3BNT","RC","Tartof, 2022-341"
"637","Tartof, 2022",342,11,96,11378,"18-64","0","0","1","0","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","3BNT","RC","Tartof, 2022-342"
"638","Tartof, 2022",343,11,87,15028,">=65","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","3BNT","RC","Tartof, 2022-343"
"639","Tartof, 2022",344,11,33,5776,">=75","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","3BNT","RC","Tartof, 2022-344"
"640","Tartof, 2022",345,11,22,1892,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","3BNT","RC","Tartof, 2022-345"
"641","Tartof, 2022",346,11,161,24513,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"non-immunocompromised","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"doc-infect","3BNT","RC","Tartof, 2022-346"
"642","Tartof, 2022",347,11,14,27163,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"hosp","3BNT","RC","Tartof, 2022-347"
"643","Tartof, 2022",348,11,6,11809,"18-64","0","0","1","0","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","Tartof, 2022-348"
"644","Tartof, 2022",349,11,8,15354,">=65","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","Tartof, 2022-349"
"645","Tartof, 2022",350,11,4,5864,">=75","0","0","0","1","all",NA,NA,NA,NA,NA,NA,"all","all","all","all",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","Tartof, 2022-350"
"646","Tartof, 2022",351,11,6,1941,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","Tartof, 2022-351"
"647","Tartof, 2022",352,11,8,25222,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,"non-immunocompromised","1","0","0",NA,NA,NA,NA,NA,NA,"subgroup",NA,NA,NA,"hosp","3BNT","RC","Tartof, 2022-352"
"648","Andrews, 2022",12,13,12,276,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"symp","3AZ","CC","Andrews, 2022-12"
"649","Andrews, 2022",13,13,41,148,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","subgroup",NA,NA,NA,"symp","3AZ","CC","Andrews, 2022-13"
"650","Andrews, 2022",14,13,36,120,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"symp","3AZ","CC","Andrews, 2022-14"
"651","Butt-B-2022",71,2,152,395686,"<70",NA,NA,NA,NA,"all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","2BNT/2MD","CC","Butt-B-2022-71"
"652","Butt-B-2022",72,2,17,395686,"<70",NA,NA,NA,NA,"all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","2BNT/2MD","CC","Butt-B-2022-72"
"653","Butt-B-2022",73,2,291,395686,">70","0","0","0","1","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","2BNT/2MD","CC","Butt-B-2022-73"
"654","Butt-B-2022",74,2,84,395686,">70","0","0","0","1","all","All",NA,NA,NA,NA,NA,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","2BNT/2MD","CC","Butt-B-2022-74"
"655","Butt-B-2022",75,2,349,395686,"all","all","all","all","all","all","White",0,0,0,1,0,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","2BNT/2MD","CC","Butt-B-2022-75"
"656","Butt-B-2022",76,2,78,395686,"all","all","all","all","all","all","White",0,0,0,1,0,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","2BNT/2MD","CC","Butt-B-2022-76"
"657","Butt-B-2022",77,2,65,395686,"all","all","all","all","all","all","Black",0,0,0,0,1,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"symp","2BNT/2MD","CC","Butt-B-2022-77"
"658","Butt-B-2022",78,2,19,395686,"all","all","all","all","all","all","Black",0,0,0,0,1,NA,"1","0","0","overall","all","all","all","all","all","subgroup",NA,NA,NA,"hosp","2BNT/2MD","CC","Butt-B-2022-78"
"659","Ferdinands, 2022",136,2,3315,38707,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"doc-infect","2RNA","CC","Ferdinands, 2022-136"
"660","Ferdinands, 2022",138,2,979,3619,"all","all","all","all","all","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"doc-infect","2RNA","CC","Ferdinands, 2022-138"
"661","Lauring, 2022",177,2,5,116,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"death","2RNA","CC","Lauring, 2022-177"
"662","Lauring, 2022",178,2,138,1045,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"death","2RNA","CC","Lauring, 2022-178"
"663","Lauring, 2022",179,2,15,293,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","omicron","0","0","0","0","1","",NA,NA,NA,"death","2RNA","CC","Lauring, 2022-179"
"664","Lauring, 2022",180,2,119,1012,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-180"
"665","Lauring, 2022",181,2,49,267,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-181"
"666","Lauring, 2022",182,2,70,745,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"not-immunocompromised","1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-182"
"667","Lauring, 2022",183,2,46,403,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-183"
"668","Lauring, 2022",184,2,73,609,"=65yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-184"
"669","Lauring, 2022",185,2,4,69,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"no-chronic","1","0","0","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-185"
"670","Lauring, 2022",186,2,115,943,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,">=1chronic","0","1","1","alpha","1","0","0","0","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-186"
"671","Lauring, 2022",188,2,679,2272,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-188"
"672","Lauring, 2022",189,2,329,899,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"immunocompromised","0","0","1","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-189"
"673","Lauring, 2022",190,2,690,2509,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"not-immunocompromised","1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-190"
"674","Lauring, 2022",191,2,427,1579,"18-64yr","0","0","1","0","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-191"
"675","Lauring, 2022",192,2,592,1829,"=65yr","0","0","0","1","all",NA,NA,NA,NA,NA,NA,NA,"1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-192"
"676","Lauring, 2022",193,2,63,273,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,"no-chronic","1","0","0","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-193"
"677","Lauring, 2022",194,2,956,3135,"18-",NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,">=1chronic","0","1","1","delta","0","0","0","1","0","subgroup",NA,NA,NA,"hosp","2RNA","CC","Lauring, 2022-194"
